ImagePath,Class,Confidence
detected_frames\frame_285446704985700.jpg,car,0.90
detected_frames\frame_285446802158400.jpg,car,0.93
detected_frames\frame_285446905317000.jpg,car,0.92
detected_frames\frame_285446998301900.jpg,car,0.86
detected_frames\frame_285447092191300.jpg,car,0.93
detected_frames\frame_285447195431200.jpg,car,0.92
detected_frames\frame_285447288001100.jpg,car,0.90
detected_frames\frame_285447384103500.jpg,car,0.91
detected_frames\frame_285447477736900.jpg,car,0.90
detected_frames\frame_285447584515000.jpg,car,0.92
detected_frames\frame_285447599377400.jpg,bike,0.57
detected_frames\frame_285447614203100.jpg,car,0.29
detected_frames\frame_285447707013900.jpg,car,0.90
detected_frames\frame_285447739851600.jpg,bike,0.69
detected_frames\frame_285447752258900.jpg,car,0.29
detected_frames\frame_285447839758600.jpg,car,0.93
detected_frames\frame_285447854664400.jpg,bike,0.62
detected_frames\frame_285447868689100.jpg,car,0.27
detected_frames\frame_285447966012000.jpg,car,0.88
detected_frames\frame_285447986245700.jpg,bike,0.54
detected_frames\frame_285448006439200.jpg,car,0.30
detected_frames\frame_285448107157500.jpg,car,0.93
detected_frames\frame_285448127355100.jpg,bike,0.57
detected_frames\frame_285448141906700.jpg,car,0.35
detected_frames\frame_285448230731700.jpg,car,0.91
detected_frames\frame_285448263892200.jpg,bike,0.67
detected_frames\frame_285448284936500.jpg,car,0.42
detected_frames\frame_285448398091000.jpg,car,0.88
detected_frames\frame_285448419401800.jpg,bike,0.72
detected_frames\frame_285448433316400.jpg,car,0.40
detected_frames\frame_285448519225300.jpg,car,0.93
detected_frames\frame_285448533255300.jpg,bike,0.73
detected_frames\frame_285448548034000.jpg,car,0.49
detected_frames\frame_285448647251900.jpg,car,0.92
detected_frames\frame_285448668349200.jpg,bike,0.62
detected_frames\frame_285448682737100.jpg,car,0.55
detected_frames\frame_285448767631200.jpg,car,0.89
detected_frames\frame_285448795188800.jpg,bike,0.46
detected_frames\frame_285448813387000.jpg,car,0.38
detected_frames\frame_285448902607000.jpg,car,0.92
detected_frames\frame_285448923180700.jpg,bike,0.76
detected_frames\frame_285448943745500.jpg,car,0.51
detected_frames\frame_285449032348100.jpg,car,0.94
detected_frames\frame_285449053059800.jpg,bike,0.81
detected_frames\frame_285449066492500.jpg,car,0.75
detected_frames\frame_285449164428500.jpg,car,0.92
detected_frames\frame_285449179053500.jpg,bike,0.90
detected_frames\frame_285449198736400.jpg,car,0.68
detected_frames\frame_285449295166000.jpg,car,0.91
detected_frames\frame_285449320339200.jpg,bike,0.84
detected_frames\frame_285449340560200.jpg,car,0.67
detected_frames\frame_285449431911200.jpg,car,0.92
detected_frames\frame_285449452507500.jpg,bike,0.82
detected_frames\frame_285449473858800.jpg,car,0.75
detected_frames\frame_285449564626100.jpg,car,0.92
detected_frames\frame_285449585222300.jpg,bike,0.92
detected_frames\frame_285449598668000.jpg,car,0.89
detected_frames\frame_285449687194000.jpg,car,0.94
detected_frames\frame_285449707816400.jpg,car,0.92
detected_frames\frame_285449722578600.jpg,bike,0.88
detected_frames\frame_285449810251900.jpg,bike,0.89
detected_frames\frame_285449838049700.jpg,car,0.84
detected_frames\frame_285449858472400.jpg,car,0.31
detected_frames\frame_285449955738300.jpg,car,0.89
detected_frames\frame_285449970181800.jpg,bike,0.85
detected_frames\frame_285449991447700.jpg,car,0.33
detected_frames\frame_285450085311000.jpg,bike,0.93
detected_frames\frame_285450099090300.jpg,car,0.86
detected_frames\frame_285450113509700.jpg,car,0.36
detected_frames\frame_285450206538500.jpg,bike,0.86
detected_frames\frame_285450227282100.jpg,car,0.82
detected_frames\frame_285450247813900.jpg,car,0.34
detected_frames\frame_285450347454500.jpg,bike,0.97
detected_frames\frame_285450380603000.jpg,car,0.78
detected_frames\frame_285450395131600.jpg,car,0.53
detected_frames\frame_285450481256600.jpg,bike,0.98
detected_frames\frame_285450501804500.jpg,car,0.93
detected_frames\frame_285450522693400.jpg,car,0.58
detected_frames\frame_285450613655500.jpg,bike,0.95
detected_frames\frame_285450635287500.jpg,car,0.91
detected_frames\frame_285450655078200.jpg,car,0.66
detected_frames\frame_285450744225200.jpg,bike,0.97
detected_frames\frame_285450765089900.jpg,car,0.93
detected_frames\frame_285450785465700.jpg,car,0.51
detected_frames\frame_285450880416200.jpg,bike,0.92
detected_frames\frame_285450900689600.jpg,car,0.81
detected_frames\frame_285450918527900.jpg,car,0.57
detected_frames\frame_285451010409100.jpg,bike,0.96
detected_frames\frame_285451031526500.jpg,car,0.82
detected_frames\frame_285451051600900.jpg,car,0.64
detected_frames\frame_285451150243100.jpg,bike,0.94
detected_frames\frame_285451167034400.jpg,car,0.90
detected_frames\frame_285451187435900.jpg,car,0.67
detected_frames\frame_285451269843400.jpg,bike,0.90
detected_frames\frame_285451284716000.jpg,car,0.89
detected_frames\frame_285451298577600.jpg,car,0.69
detected_frames\frame_285451387156100.jpg,car,0.93
detected_frames\frame_285451407906700.jpg,bike,0.91
detected_frames\frame_285451427302400.jpg,car,0.83
detected_frames\frame_285451513785100.jpg,bike,0.87
detected_frames\frame_285451534077700.jpg,car,0.75
detected_frames\frame_285451554696000.jpg,car,0.72
detected_frames\frame_285451641495300.jpg,car,0.93
detected_frames\frame_285451655938600.jpg,car,0.79
detected_frames\frame_285451669802300.jpg,bike,0.79
detected_frames\frame_285451769163900.jpg,car,0.91
detected_frames\frame_285451782598200.jpg,car,0.86
detected_frames\frame_285451796483400.jpg,bike,0.83
detected_frames\frame_285451810358500.jpg,car,0.56
detected_frames\frame_285451907384200.jpg,car,0.95
detected_frames\frame_285451923386700.jpg,car,0.88
detected_frames\frame_285451943992600.jpg,bike,0.82
detected_frames\frame_285452039582900.jpg,car,0.93
detected_frames\frame_285452060642400.jpg,bike,0.90
detected_frames\frame_285452081983900.jpg,car,0.86
detected_frames\frame_285452100217500.jpg,car,0.68
detected_frames\frame_285452194627800.jpg,bike,0.95
detected_frames\frame_285452215742300.jpg,car,0.93
detected_frames\frame_285452236439600.jpg,car,0.81
detected_frames\frame_285452256997300.jpg,car,0.70
detected_frames\frame_285452271369100.jpg,car,0.26
detected_frames\frame_285452362371800.jpg,car,0.92
detected_frames\frame_285452377198800.jpg,bike,0.91
detected_frames\frame_285452390873200.jpg,car,0.90
detected_frames\frame_285452411939200.jpg,car,0.73
detected_frames\frame_285452501818500.jpg,bike,0.94
detected_frames\frame_285452516762400.jpg,car,0.94
detected_frames\frame_285452530465900.jpg,car,0.90
detected_frames\frame_285452543608900.jpg,car,0.64
detected_frames\frame_285452633520300.jpg,bike,0.94
detected_frames\frame_285452649589300.jpg,car,0.93
detected_frames\frame_285452669935300.jpg,car,0.83
detected_frames\frame_285452684108900.jpg,car,0.67
detected_frames\frame_285452772388400.jpg,bike,0.93
detected_frames\frame_285452792787800.jpg,car,0.93
detected_frames\frame_285452810418200.jpg,car,0.70
detected_frames\frame_285452830496000.jpg,car,0.63
detected_frames\frame_285452928828300.jpg,car,0.93
detected_frames\frame_285452947170700.jpg,car,0.87
detected_frames\frame_285452964902500.jpg,car,0.71
detected_frames\frame_285453055179200.jpg,car,0.90
detected_frames\frame_285453082598800.jpg,car,0.80
detected_frames\frame_285453097981800.jpg,car,0.78
detected_frames\frame_285453189888500.jpg,car,0.92
detected_frames\frame_285453204168500.jpg,car,0.89
detected_frames\frame_285453219203800.jpg,car,0.67
detected_frames\frame_285453319271700.jpg,car,0.94
detected_frames\frame_285453339972700.jpg,car,0.89
detected_frames\frame_285453353615100.jpg,car,0.32
detected_frames\frame_285453441927000.jpg,car,0.89
detected_frames\frame_285453458742600.jpg,car,0.87
detected_frames\frame_285453473976600.jpg,car,0.61
detected_frames\frame_285453568300300.jpg,car,0.95
detected_frames\frame_285453585594500.jpg,car,0.83
detected_frames\frame_285453606353100.jpg,car,0.41
detected_frames\frame_285453707752300.jpg,car,0.94
detected_frames\frame_285453722759100.jpg,car,0.84
detected_frames\frame_285453737594900.jpg,car,0.47
detected_frames\frame_285453832268000.jpg,car,0.90
detected_frames\frame_285453847047900.jpg,car,0.41
detected_frames\frame_285453937951300.jpg,car,0.89
detected_frames\frame_285453964728000.jpg,car,0.77
detected_frames\frame_285454062222600.jpg,car,0.95
detected_frames\frame_285454077631700.jpg,car,0.55
detected_frames\frame_285454177346500.jpg,car,0.89
detected_frames\frame_285454210760000.jpg,car,0.68
detected_frames\frame_285454304607400.jpg,car,0.92
detected_frames\frame_285454318932700.jpg,car,0.49
detected_frames\frame_285454409355700.jpg,car,0.87
detected_frames\frame_285454442851700.jpg,car,0.69
detected_frames\frame_285454542777200.jpg,car,0.89
detected_frames\frame_285454563229100.jpg,car,0.36
detected_frames\frame_285454656875500.jpg,car,0.66
detected_frames\frame_285454763337900.jpg,car,0.74
detected_frames\frame_285454858357400.jpg,car,0.85
detected_frames\frame_285454951173300.jpg,car,0.88
detected_frames\frame_285455047898700.jpg,car,0.91
detected_frames\frame_285455080904300.jpg,car,0.34
detected_frames\frame_285455176072100.jpg,car,0.94
detected_frames\frame_285455197118600.jpg,car,0.30
detected_frames\frame_285455284092800.jpg,car,0.96
detected_frames\frame_285455312564300.jpg,car,0.29
detected_frames\frame_285455334092900.jpg,car,0.28
detected_frames\frame_285455557286100.jpg,car,0.36
detected_frames\frame_285455586245600.jpg,car,0.34
detected_frames\frame_285455832083900.jpg,car,0.48
detected_frames\frame_285455866782200.jpg,car,0.38
detected_frames\frame_285456157976200.jpg,car,0.53
detected_frames\frame_285456200533600.jpg,car,0.35
detected_frames\frame_285456470087200.jpg,car,0.80
detected_frames\frame_285456503332300.jpg,car,0.35
detected_frames\frame_285456720054200.jpg,car,0.76
detected_frames\frame_285456754052100.jpg,car,0.52
detected_frames\frame_285456979039100.jpg,car,0.61
detected_frames\frame_285457017414200.jpg,car,0.51
detected_frames\frame_285457199326000.jpg,car,0.73
detected_frames\frame_285457233136500.jpg,car,0.66
